Gene	sgRNA	NKselection|beta	NKselection|z	NKselection|p-value	NKselection|fdr	NKselection|wald-p-value	NKselection|wald-fdr
ANKRD44	6	0.41038	0.85309	0.76402	0.99682	0.39361	0.84383
TRIM8	6	0.11612	0.24105	0.82961	0.99682	0.80951	0.92768
SLC25A22	6	-0.014885	-0.042321	0.67037	0.99682	0.96624	0.98598
AP4M1	6	0.47706	0.94247	0.67645	0.99682	0.34595	0.84383
FGF4	6	0.50963	0.84396	0.63437	0.99299	0.39869	0.84383
ACLY	6	0.0042235	0.013411	0.69226	0.99682	0.9893	0.99628
ZNF366	6	0.33982	0.61331	0.85666	0.99682	0.53967	0.8483
TMC3	6	0.19655	0.41441	0.94266	0.99751	0.67858	0.88442
KCNN4	6	-0.69581	-2.1965	0.13099	0.9149	0.028058	0.84383
WIF1	6	-0.033546	-0.089719	0.64848	0.99477	0.92851	0.97178
KCNC1	6	0.025895	0.068204	0.71669	0.99682	0.94562	0.97802
SLC2A9	6	0.48799	1.0693	0.66129	0.99682	0.28493	0.84383
KLK5	6	-0.39688	-0.92157	0.30156	0.95101	0.35675	0.84383
OTX1	6	-0.33459	-0.68276	0.34848	0.95823	0.49476	0.84383
RBAK	6	0.07632	0.21027	0.77614	0.99682	0.83346	0.93721
KHDRBS2	6	1.2386	0.95924	0.10771	0.90965	0.33744	0.84383
FOLR2	6	0.18345	0.36609	0.92391	0.99747	0.7143	0.8961
C3orf37	6	-0.01916	-0.05313	0.66558	0.99682	0.95763	0.98319
RC3H2	6	-0.27838	-0.39989	0.39724	0.9739	0.68924	0.88761
C1orf172	6	0.13938	0.29551	0.86044	0.99682	0.7676	0.91357
MAGEA12	6	1.5451	1.0581	0.042172	0.80298	0.29	0.84383
OR52E8	6	-0.31128	-1.0572	0.36876	0.96832	0.29042	0.84383
MAGEB18	6	-0.17462	-0.49925	0.49712	0.98755	0.61761	0.86645
CASP8	6	0.24542	0.45735	0.98889	0.99944	0.64742	0.87494
CD5L	6	-0.024178	-0.070406	0.6594	0.99682	0.94387	0.97751
SELENBP1	6	0.041574	0.10893	0.73471	0.99682	0.91326	0.96563
EPS8L3	6	0.47446	0.99531	0.67959	0.99682	0.31959	0.84383
CDC42EP1	6	0.31961	0.88622	0.88487	0.99682	0.3755	0.84383
COLGALT1	6	1.204	1.0907	0.11909	0.90965	0.2754	0.84383
C15orf65	6	0.89713	1.1111	0.27054	0.94696	0.26654	0.84383
RGPD6	2	-1.0388	-0.71666	0.26395	0.94696	0.47358	0.84383
LOXL1	6	0.61332	1.1204	0.51915	0.98798	0.26254	0.84383
AAMP	6	0.26611	0.45773	0.95976	0.99895	0.64715	0.87489
SPERT	6	-0.26103	-0.55807	0.41342	0.97863	0.5768	0.8561
ZNF280D	6	0.99276	1.1956	0.21381	0.94021	0.23187	0.84383
CCDC126	6	0.70953	1.1034	0.42075	0.97893	0.26985	0.84383
AARS	6	1.3995	0.6818	0.065954	0.84431	0.49537	0.84383
UPF3B	6	0.048991	0.11232	0.74278	0.99682	0.91057	0.96468
PDE6H	6	0.1855	0.52721	0.92704	0.99747	0.59804	0.86001
ATP2C1	6	0.12697	0.20306	0.84408	0.99682	0.83909	0.93955
TFB1M	6	1.0857	0.89999	0.16569	0.93168	0.36813	0.84383
PXMP4	6	0.86925	0.93236	0.28787	0.94864	0.35115	0.84383
CD2	6	0.8622	1.2309	0.29281	0.94873	0.21836	0.84383
CBX7	6	0.62267	1.4258	0.50901	0.98798	0.15392	0.84383
SVIP	6	0.60855	1.233	0.52463	0.98798	0.21757	0.84383
ASPDH	6	0.14759	0.25969	0.87284	0.99682	0.7951	0.92243
TRIM4	6	1.0085	0.90057	0.20505	0.94021	0.36781	0.84383
hsa-mir-4438	4	-0.14523	-0.31592	0.6205	0.99168	0.75207	0.90822
PTPMT1	6	-0.031236	-0.037142	0.65138	0.99507	0.97037	0.98819
CALB1	6	0.0079202	0.028297	0.69696	0.99682	0.97743	0.99155
AFAP1L2	6	-0.020117	-0.054998	0.66442	0.99682	0.95614	0.98249
FNDC3B	6	1.2625	1.0784	0.1002	0.90286	0.28087	0.84383
DSC2	6	0.4447	0.76829	0.71756	0.99682	0.44232	0.84383
OPHN1	6	-0.22233	-0.67222	0.45057	0.98414	0.50144	0.84383
C19orf53	6	-0.11601	-0.15373	0.55699	0.98936	0.87783	0.95342
HAP1	6	0.5552	0.94703	0.57999	0.98944	0.34363	0.84383
SFI1	6	0.31164	2.1623	0.89478	0.99682	0.030596	0.84383
SPTLC2	6	0.040519	0.051361	0.73347	0.99682	0.95904	0.9837
IL17RD	6	1.9576	0.75628	0.011384	0.67027	0.44948	0.84383
TRABD2B	6	2.3839	0.55627	0.0029036	0.46324	0.57803	0.8561
LYRM5	6	0.18324	0.52576	0.92354	0.99747	0.59905	0.86014
C6orf1	6	0.69154	0.92014	0.43923	0.98346	0.3575	0.84383
JMJD1C	6	0.28504	0.34146	0.93239	0.99751	0.73276	0.90308
SLC10A1	6	-0.12784	-0.36433	0.54505	0.98816	0.71561	0.8965
CDX1	6	0.048466	0.13919	0.74222	0.99682	0.8893	0.95734
PIGH	6	-0.44815	-1.1761	0.26354	0.94696	0.23957	0.84383
CTDSP1	6	1.3981	1.0949	0.066184	0.84431	0.27356	0.84383
DBR1	6	0.029646	0.043775	0.72102	0.99682	0.96508	0.98549
NDUFS3	6	0.10908	0.16519	0.82094	0.99682	0.8688	0.94932
hsa-mir-1238	4	0.19761	0.43286	0.97248	0.99944	0.66511	0.87993
WISP2	6	0.36746	0.8849	0.82021	0.99682	0.37621	0.84383
ADRA1B	6	-0.083114	-0.25232	0.59345	0.99078	0.80079	0.92388
LOC100506688	6	-0.13527	-0.29594	0.53736	0.98798	0.76728	0.9134
CRIM1	6	0.28021	0.78831	0.93819	0.99751	0.43051	0.84383
GIMAP1-GIMAP5	5	-0.10872	-0.24137	0.60368	0.99078	0.80927	0.92768
NOS1	6	0.15095	0.29511	0.8768	0.99682	0.76791	0.9137
NDP	6	0.58805	1.1637	0.54551	0.98816	0.24453	0.84383
COL4A3	6	-0.027796	-0.046281	0.65521	0.99573	0.96309	0.98471
NKX2-8	6	0.15792	0.23385	0.88648	0.99682	0.8151	0.93018
RP2	6	-0.71487	-1.5272	0.1238	0.91089	0.1267	0.84383
NonTargetingControlGuideForHuman_0845	1	1.0058	0.54431	0.55542	0.98936	0.58623	0.85852
TUBGCP4	6	-0.58632	-1.147	0.17966	0.93525	0.25136	0.84383
LOC283710	6	1.0381	0.74919	0.1897	0.93547	0.45374	0.84383
SLC46A3	6	0.64258	1.2313	0.48915	0.98755	0.21822	0.84383
TDRD9	6	0.21829	0.53587	0.9717	0.99944	0.59205	0.85876
PCLO	6	1.6846	1.0107	0.027608	0.77366	0.31216	0.84383
CNOT7	6	-0.60759	-1.1538	0.16915	0.93393	0.2486	0.84383
KRTAP5-1	6	-0.20391	-0.33695	0.46656	0.98648	0.73615	0.90396
MYCBPAP	6	0.74012	1.1067	0.39185	0.97274	0.26844	0.84383
PLEKHF2	6	-0.60238	-1.5438	0.17191	0.93443	0.12263	0.84383
TMEM107	6	0.98164	1.1585	0.22012	0.94021	0.24668	0.84383
NonTargetingControlGuideForHuman_0494	1	-0.72715	-0.91535	0.56713	0.98944	0.36001	0.84383
C1orf65	6	0.95113	1.065	0.23671	0.9415	0.28688	0.84383
RBBP6	6	-1.6353	-3.3068	0.0053003	0.5625	0.00094357	0.43559
LYZL4	6	0.80949	1.0271	0.33244	0.95578	0.30438	0.84383
USP17L10	6	0.75781	1.2222	0.37641	0.96858	0.22163	0.84383
CYP4Z1	6	1.2043	1.2624	0.11896	0.90965	0.20681	0.84383
DDI1	6	-0.20819	-0.46267	0.46329	0.98648	0.6436	0.8737
MAP4	6	-0.59314	-1.1464	0.17638	0.93462	0.25164	0.84383
TCERG1L	6	-0.34847	-0.79053	0.33834	0.95579	0.42922	0.84383
ANAPC7	6	0.047553	0.11676	0.74158	0.99682	0.90705	0.96421
KRBOX1	6	-0.17159	-0.24137	0.50002	0.98755	0.80927	0.92768
MYH11	6	-1.1376	-2.4785	0.030419	0.78744	0.013193	0.84383
EEF1G	6	1.2594	0.97749	0.10112	0.90333	0.32832	0.84383
SLC5A3	6	-0.67843	-0.85761	0.1379	0.92289	0.39111	0.84383
CHRNG	6	0.52108	0.85289	0.62128	0.99168	0.39372	0.84383
GLB1L3	5	-0.29971	-0.87642	0.42623	0.98051	0.3808	0.84383
PARD3	6	0.66355	1.1119	0.46665	0.98648	0.26617	0.84383
MCOLN2	6	0.41137	1.0428	0.76259	0.99682	0.29702	0.84383
hsa-mir-548j	4	-0.79679	-1.5501	0.17795	0.93462	0.12111	0.84383
TUFT1	6	0.35058	0.74658	0.84307	0.99682	0.45532	0.84383
PIPOX	6	0.4562	0.77726	0.70429	0.99682	0.43701	0.84383
UQCRHL	6	1.0573	0.85674	0.17952	0.93525	0.39159	0.84383
SALL3	6	-0.066788	-0.17956	0.61207	0.99078	0.85749	0.94561
P2RX6	6	-0.25155	-0.31074	0.42222	0.97926	0.756	0.90932
LTF	6	0.1752	0.44789	0.91229	0.9972	0.65423	0.87628
ADAM21	6	1.7624	0.87174	0.021524	0.72969	0.38335	0.84383
DPYSL4	6	1.1067	0.79979	0.15652	0.92898	0.42383	0.84383
TRIM61	6	1.1096	0.98198	0.15564	0.92898	0.32611	0.84383
CCDC42	6	0.34993	0.78613	0.8439	0.99682	0.43179	0.84383
KLRG2	6	0.34332	0.56145	0.85284	0.99682	0.57449	0.85583
PDAP1	6	0.37825	0.80819	0.80606	0.99682	0.41898	0.84383
ZNF24	6	0.31407	0.58684	0.89151	0.99682	0.55731	0.85254
MTERFD3	6	0.88865	1.077	0.27538	0.94792	0.2815	0.84383
NonTargetingControlGuideForHuman_0449	1	0.51106	0.41896	0.85883	0.99682	0.67525	0.88308
TRPM8	6	1.5069	0.98435	0.047149	0.81058	0.32494	0.84383
RHBDF2	6	-0.29436	-0.64446	0.38305	0.96869	0.51928	0.84562
ZC3HAV1	6	0.64276	0.90373	0.48887	0.98755	0.36614	0.84383
KIAA1324	6	1.7698	0.82589	0.021063	0.72468	0.40886	0.84383
PREB	6	0.62557	1.0062	0.50611	0.98798	0.31432	0.84383
REEP1	6	0.82634	1.0993	0.31991	0.95199	0.27162	0.84383
IRAK4	6	0.010839	0.040386	0.70005	0.99682	0.96779	0.98669
IQCB1	6	-0.41326	-1.5259	0.28926	0.94873	0.12704	0.84383
NonTargetingControlGuideForHuman_0105	1	3.0789	0.14305	0.11619	0.90965	0.88625	0.95659
GALP	6	-0.06287	-0.23793	0.61566	0.99078	0.81194	0.92891
MZT2A	6	0.077701	0.18001	0.77817	0.99682	0.85714	0.94544
SCARA3	6	0.98725	1.06	0.21722	0.94021	0.28916	0.84383
RAB3B	6	1.3486	1.0444	0.077614	0.86261	0.29632	0.84383
CCNO	6	0.28701	0.62055	0.92999	0.99751	0.53489	0.84731
MOV10L1	6	0.33406	0.82583	0.86371	0.99682	0.4089	0.84383
CCR3	6	0.11315	0.27501	0.82587	0.99682	0.78331	0.91751
MORN1	6	0.37451	0.82083	0.81122	0.99682	0.41174	0.84383
COX7A1	6	0.49798	1.5758	0.6482	0.99477	0.11507	0.84383
GNAS	6	1.2156	1.1278	0.11472	0.90965	0.25939	0.84383
KLRF2	6	0.33463	0.78276	0.86265	0.99682	0.43377	0.84383
MRPL19	6	0.023765	0.041766	0.71425	0.99682	0.96669	0.98609
C10orf137	6	-0.10321	-0.24123	0.57183	0.98944	0.80938	0.92768
BRPF3	6	1.0047	0.9138	0.20722	0.94021	0.36082	0.84383
SLC25A52	6	0.57529	0.96102	0.56003	0.98944	0.33654	0.84383
JSRP1	6	0.27624	0.57241	0.94405	0.99791	0.56704	0.85454
UGT1A1	6	0.62141	1.6213	0.51012	0.98798	0.10496	0.84383
RNASEK	6	0.26327	1.549	0.96447	0.99919	0.12138	0.84383
PNPT1	6	0.022218	0.052309	0.71277	0.99682	0.95828	0.98348
SDR42E1	6	0.78336	1.1431	0.35378	0.96187	0.25299	0.84383
ENDOG	6	2.3806	0.52373	0.0029497	0.46377	0.60047	0.86014
UNC13C	6	-0.064463	-0.12543	0.61414	0.99078	0.90018	0.96188
VN1R5	6	0.6161	1.1053	0.51652	0.98798	0.26904	0.84383
BCL2L12	6	0.57252	0.58052	0.56238	0.98944	0.56156	0.85282
PIF1	6	-0.028102	-0.06546	0.65479	0.99573	0.94781	0.97861
ALDOC	6	-0.59768	-1.9403	0.17413	0.93462	0.052339	0.84383
TRIM45	6	0.44504	0.97564	0.71715	0.99682	0.32924	0.84383
LYPLAL1	6	0.23992	0.62069	0.99654	0.99968	0.53481	0.84731
SRRM4	6	-0.4698	-1.121	0.24925	0.9415	0.26229	0.84383
DHCR7	6	0.25475	0.77893	0.97576	0.99944	0.43602	0.84383
TTC26	6	0.86375	1.2145	0.29179	0.94873	0.22456	0.84383
DYNC1I2	6	0.7556	0.80884	0.37802	0.96858	0.41861	0.84383
CCAR1	6	-0.30604	-0.47463	0.37291	0.9684	0.63505	0.87157
TMEM121	6	-0.48563	-0.95935	0.2381	0.9415	0.33738	0.84383
CLNS1A	6	0.22331	0.3984	0.97967	0.99944	0.69034	0.88786
TBC1D7	6	0.54539	1.0342	0.59169	0.99043	0.30103	0.84383
PRR5L	6	0.17624	0.37878	0.91381	0.9972	0.70485	0.8934
TRIM63	6	-0.35409	-1.3184	0.33406	0.95579	0.18738	0.84383
MS4A12	6	0.64746	1.3831	0.48454	0.98755	0.16663	0.84383
AQP4	6	0.089973	0.11227	0.79518	0.99682	0.91061	0.96468
hsa-mir-320d-2	4	1.4583	0.76402	0.12389	0.91089	0.44486	0.84383
TGIF2LY	6	-0.46936	-1.3134	0.24948	0.9415	0.18905	0.84383
KPNA6	6	0.8549	1.2187	0.29797	0.95018	0.22297	0.84383
DMRTC2	6	-0.12609	-0.27294	0.54676	0.98818	0.7849	0.91816
FTH1P18	6	0.16197	0.45947	0.89229	0.99682	0.6459	0.87467
PLA2G10	6	0.45429	0.77534	0.70673	0.99682	0.43814	0.84383
NonTargetingControlGuideForHuman_0690	1	0.45719	0.47879	0.88381	0.99682	0.63209	0.87083
CALB2	6	-0.25328	-0.55457	0.42098	0.97893	0.57919	0.8561
WDR43	6	1.133	0.9395	0.1461	0.92689	0.34747	0.84383
EPS8L2	6	0.338	0.83325	0.85883	0.99682	0.4047	0.84383
THY1	6	0.83981	0.72248	0.30977	0.95153	0.47	0.84383
NSUN3	6	0.62293	1.0692	0.50873	0.98798	0.28496	0.84383
CDK18	6	-0.52715	-1.0764	0.21279	0.94021	0.28174	0.84383
FGD6	6	0.52125	0.90165	0.62096	0.99168	0.36724	0.84383
TNNT3	6	0.41875	0.79026	0.75388	0.99682	0.42938	0.84383
SNRPA	6	-0.39729	-0.90721	0.30142	0.95101	0.3643	0.84383
L1TD1	6	0.89234	1.1221	0.27349	0.94792	0.26182	0.84383
GOLGA6A	6	0.36802	0.6087	0.81924	0.99682	0.54272	0.84915
hsa-let-7a-3	4	-0.0079929	-0.0123	0.75264	0.99682	0.99019	0.99669
ARIH2	6	0.53576	1.1599	0.60312	0.99078	0.2461	0.84383
ARAP2	6	-0.26426	-0.76375	0.41038	0.97689	0.44502	0.84383
JAM3	6	-0.47522	-1.177	0.24607	0.9415	0.2392	0.84383
VMP1	6	2.1799	0.59672	0.0053925	0.5625	0.5507	0.8503
OTOP2	6	0.42729	1.1859	0.74245	0.99682	0.23567	0.84383
UBE2M	6	1.6239	0.7246	0.032816	0.78744	0.4687	0.84383
hsa-mir-4535	4	1.0061	1.1068	0.31221	0.95153	0.26836	0.84383
EMILIN1	6	-0.087221	-0.39868	0.58962	0.99026	0.69013	0.88781
PCSK1N	6	0.3057	0.65398	0.90326	0.99682	0.51313	0.84562
ARHGAP6	6	0.40403	0.84363	0.77264	0.99682	0.39888	0.84383
HLA-DOB	6	0.56199	0.96566	0.57303	0.98944	0.33421	0.84383
USP33	6	0.78529	0.91323	0.35208	0.96149	0.36112	0.84383
OR2A1	6	1.3017	0.97143	0.089275	0.89048	0.33133	0.84383
CNGA2	6	0.69654	1.0636	0.43425	0.98191	0.28753	0.84383
FEZ2	6	0.42336	0.98565	0.74789	0.99682	0.32431	0.84383
STAT6	6	0.16997	0.41112	0.90404	0.99682	0.68098	0.88486
hsa-mir-106b	4	1.345	0.92837	0.15827	0.92898	0.35322	0.84383
KIFC3	6	-0.098504	-0.18426	0.5775	0.98944	0.85381	0.94421
PIGV	6	1.825	0.66959	0.017283	0.68897	0.50312	0.84448
NonTargetingControlGuideForHuman_0334	1	1.8632	0.32645	0.30124	0.95101	0.74408	0.90588
GREB1L	6	1.2265	0.89731	0.11089	0.90965	0.36956	0.84383
NCOA2	6	0.51072	1.2486	0.63294	0.9922	0.21182	0.84383
SLAMF7	6	-0.093671	-0.27217	0.58294	0.98944	0.78549	0.91859
PPP6R2	6	-0.44733	-1.1317	0.26405	0.94696	0.25774	0.84383
STK36	6	0.22445	0.63521	0.98175	0.99944	0.52529	0.84562
RAN	6	1.7913	0.52817	0.019496	0.7138	0.59738	0.86001
hsa-mir-1252	3	-0.42427	-0.91515	0.4585	0.98602	0.36011	0.84383
GMEB2	6	0.094821	0.17354	0.80205	0.99682	0.86223	0.94675
ZNF566	6	0.66224	1.1013	0.46804	0.9865	0.27078	0.84383
NEFL	6	-1.0324	-2.2277	0.041757	0.80106	0.0259	0.84383
CDKN2D	6	1.406	0.88274	0.064709	0.84041	0.37737	0.84383
SPATA7	6	0.62802	1.0523	0.50376	0.98755	0.29268	0.84383
ADAMTS19	6	0.405	0.83641	0.77126	0.99682	0.40293	0.84383
TMC1	6	0.2393	0.40329	0.99765	1	0.68673	0.88649
DPYSL3	6	0.4642	1.1135	0.69309	0.99682	0.26547	0.84383
NASP	6	-0.45156	-0.58346	0.26045	0.94696	0.55959	0.85269
TMCO1	6	0.88473	1.3205	0.2782	0.94792	0.18668	0.84383
ARMC9	6	-0.74396	-1.3389	0.11375	0.90965	0.18062	0.84383
hsa-mir-1302-4	4	1.2642	0.7944	0.18721	0.93547	0.42696	0.84383
CDRT15	6	-1.0027	-2.056	0.046827	0.80967	0.039785	0.84383
PPAPDC2	6	0.39954	0.61698	0.77822	0.99682	0.53725	0.84761
S100A6	6	-0.11863	-0.17784	0.55473	0.98936	0.85885	0.9462
NIPSNAP3B	6	0.88271	1.3126	0.27916	0.94792	0.18931	0.84383
PTPN5	6	0.18982	0.35587	0.93253	0.99751	0.72194	0.89876
EHD1	6	-0.02481	-0.062839	0.65894	0.99665	0.9499	0.97948
ZNF282	6	0.72213	1.1416	0.40849	0.97675	0.25363	0.84383
ZNF716	6	0.29668	0.46124	0.91658	0.9972	0.64463	0.87396
GJD4	6	0.032711	0.07732	0.72471	0.99682	0.93837	0.97569
P2RY8_X	6	0.002987	0.0088931	0.69051	0.99682	0.9929	0.99759
FAM83F	6	0.31434	0.53616	0.891	0.99682	0.59185	0.85876
NonTargetingControlGuideForHuman_0930	1	1.5164	0.43108	0.38853	0.9708	0.66641	0.88052
DDX26B	6	0.44935	1.0287	0.71263	0.99682	0.30364	0.84383
UNC45A	6	-0.56081	-0.98623	0.19261	0.93708	0.32402	0.84383
hsa-mir-4635	4	0.01424	0.040234	0.7743	0.99682	0.96791	0.98673
MAPKBP1	6	-0.1324	-0.29236	0.54049	0.98816	0.77001	0.91423
RIMS1	6	-1.0707	-1.9518	0.037378	0.79902	0.050961	0.84383
hsa-mir-1307	4	0.15016	0.33702	0.91851	0.9972	0.7361	0.90396
LAMB1	6	0.46431	1.012	0.693	0.99682	0.31154	0.84383
DNAH7	6	0.48771	0.96373	0.66157	0.99682	0.33518	0.84383
LY6D	6	0.34644	0.91283	0.84864	0.99682	0.36133	0.84383
ME2	6	1.2498	1.1388	0.10393	0.90811	0.2548	0.84383
PNP	6	0.3549	0.727	0.83694	0.99682	0.46723	0.84383
UBE3D	6	1.1592	0.97052	0.1349	0.91734	0.33179	0.84383
SLC25A29	6	-0.25176	-0.54711	0.42199	0.97904	0.58431	0.85829
C1orf151-NBL1	6	0.51755	1.06	0.62562	0.99168	0.28913	0.84383
N4BP1	6	0.30722	0.87729	0.90114	0.99682	0.38033	0.84383
LOC339862	6	0.44196	1.0815	0.72139	0.99682	0.27949	0.84383
PRDM5	6	0.16576	0.41245	0.89731	0.99682	0.68001	0.88486
GALNT14	6	0.089426	0.16534	0.79458	0.99682	0.86868	0.94932
OPCML	6	-0.98856	-1.796	0.049131	0.81498	0.072501	0.84383
GPC6	6	-0.25875	-0.90138	0.41517	0.97893	0.36739	0.84383
RGS7BP	6	0.73399	1.2602	0.39734	0.9739	0.2076	0.84383
RSG1	6	1.3388	1.1244	0.080195	0.86703	0.26085	0.84383
PBLD	6	0.15327	0.28892	0.88049	0.99682	0.77264	0.91468
PHLDA2	6	0.46572	0.81639	0.69069	0.99682	0.41427	0.84383
R3HDM4	6	-0.14045	-0.33736	0.53159	0.98798	0.73585	0.90396
FMNL1	6	0.58342	1.0117	0.55072	0.98936	0.31169	0.84383
TRIM3	6	-0.054543	-0.13366	0.62497	0.99168	0.89367	0.95908
MYADML2	6	1.3653	0.95482	0.073651	0.86044	0.33967	0.84383
VAV1	6	0.97997	0.78882	0.22114	0.94021	0.43022	0.84383
RXFP3	6	0.29905	0.38685	0.91317	0.9972	0.69887	0.8911
NonTargetingControlGuideForHuman_0659	1	-2.2521	-2.1813	0.15938	0.92898	0.029161	0.84383
MATN4	6	0.43649	0.67757	0.72844	0.99682	0.49804	0.84383
NonTargetingControlGuideForHuman_0455	1	0.85513	0.47272	0.71236	0.99682	0.63641	0.87168
hsa-mir-559	4	0.78177	0.81289	0.46389	0.98648	0.41628	0.84383
MTX1	6	0.20254	1.4365	0.95022	0.99841	0.15087	0.84383
PIK3R2	6	0.19451	0.3671	0.93981	0.99751	0.71355	0.8961
PCMTD1	6	0.03119	0.083876	0.72259	0.99682	0.93316	0.97354
NonTargetingControlGuideForHuman_0879	1	-0.6496	-1.3778	0.59815	0.99078	0.16827	0.84383
CERKL	6	0.41709	0.84851	0.75586	0.99682	0.39616	0.84383
STEAP1B	6	0.8352	0.87464	0.31327	0.95153	0.38177	0.84383
DRD1	6	0.74929	1.1298	0.38342	0.96869	0.25855	0.84383
SIX2	6	0.68491	1.1201	0.44619	0.98349	0.26266	0.84383
CYB561	6	-0.69264	-1.7661	0.13214	0.91583	0.077374	0.84383
GOLM1	6	0.31661	0.76466	0.88851	0.99682	0.44448	0.84383
TUBA8	6	0.72381	1.0597	0.4066	0.97611	0.2893	0.84383
KIAA0101	6	-0.363	-0.94204	0.32719	0.95199	0.34617	0.84383
BEX4	6	0.045709	0.12537	0.7396	0.99682	0.90023	0.96188
NDUFAB1	6	2.4106	0.47906	0.0025349	0.42969	0.6319	0.87083
EIF2AK3	6	-0.030001	-0.086513	0.65309	0.99558	0.93106	0.97262
C15orf52	6	-0.14072	-0.32611	0.53141	0.98798	0.74434	0.90588
ESCO1	6	0.33666	0.68423	0.86007	0.99682	0.49383	0.84383
HSBP1L1	6	0.97179	0.98674	0.2257	0.94021	0.32377	0.84383
GOLGA4	6	-0.50186	-1.2745	0.22823	0.94021	0.20248	0.84383
RFX3	6	-0.56717	-1.6441	0.18901	0.93547	0.10015	0.84383
FLNA	6	0.75103	1.149	0.38203	0.96869	0.25058	0.84383
JAK3	6	-0.14001	-0.38689	0.53233	0.98798	0.69884	0.8911
TMEM144	6	0.34283	0.74661	0.85353	0.99682	0.4553	0.84383
PFAS	6	-0.55423	-1.1223	0.19602	0.93708	0.26174	0.84383
NR4A2	6	0.359	0.87731	0.83214	0.99682	0.38032	0.84383
THSD4	6	-0.70366	-1.7837	0.12794	0.91379	0.074478	0.84383
FAM214B	6	0.8763	1.2023	0.28354	0.94792	0.22925	0.84383
HLA-DMA	6	-0.49517	-0.98	0.23266	0.9415	0.32708	0.84383
ARGFX	6	0.32464	1.9181	0.87745	0.99682	0.055102	0.84383
hsa-mir-3689d-1	4	1.1402	0.82584	0.24031	0.9415	0.4089	0.84383
GUCA1B	6	0.60377	1.2809	0.52892	0.98798	0.20021	0.84383
BIRC8	6	0.38086	0.71376	0.80251	0.99682	0.47537	0.84383
PER3	6	0.28446	0.44546	0.93326	0.99751	0.65599	0.87697
SLC4A4	6	0.2823	0.64432	0.9358	0.99751	0.51937	0.84562
WRB	6	0.86198	0.92829	0.29285	0.94873	0.35326	0.84383
TRIM28	6	0.36372	1.5366	0.82518	0.99682	0.1244	0.84383
SFTPA1	6	0.75404	1.0934	0.37927	0.96858	0.27424	0.84383
ANKRD9	6	1.1886	1.0782	0.12407	0.91089	0.28096	0.84383
IRF3	6	1.029	1.2442	0.19445	0.93708	0.21341	0.84383
TTC29	6	-0.66817	-2.0112	0.14265	0.92639	0.044303	0.84383
DST	6	-0.10432	-0.28141	0.57068	0.98944	0.77839	0.91612
POLR2M	6	0.26167	1.5733	0.96654	0.99919	0.11564	0.84383
ICA1	6	0.36717	0.77	0.82053	0.99682	0.4413	0.84383
KIF13A	6	0.38953	0.6932	0.79177	0.99682	0.48818	0.84383
PPP2R3C	6	-0.47925	-1.1049	0.24298	0.9415	0.26918	0.84383
C11orf91	6	0.61639	1.2729	0.51597	0.98798	0.20305	0.84383
EXD1	6	0.9432	1.0536	0.24202	0.9415	0.29207	0.84383
SLC35G3	6	0.47482	0.84877	0.67899	0.99682	0.39601	0.84383
SLC19A2	6	0.61267	1.2842	0.51998	0.98798	0.19907	0.84383
U2SURP	6	0.65303	1.1618	0.47831	0.98755	0.24531	0.84383
IGSF10	6	-0.45003	-1.1191	0.26188	0.94696	0.2631	0.84383
B3GALT5	6	0.67986	0.87199	0.45168	0.98414	0.38322	0.84383
RBMY1A1	6	0.2744	1.114	0.94741	0.99835	0.26526	0.84383
ZFYVE28	6	0.44238	0.65914	0.7207	0.99682	0.50981	0.8454
PRHOXNB	6	0.44989	0.98974	0.71199	0.99682	0.3223	0.84383
TOX3	6	-0.5692	-2.0186	0.18791	0.93547	0.043527	0.84383
hsa-mir-5584	4	0.3437	0.55963	0.86339	0.99682	0.57573	0.8561
CADM3	6	-0.57963	-1.0064	0.18251	0.93547	0.31424	0.84383
GIMAP6	6	0.67347	1.0204	0.45822	0.98602	0.30756	0.84383
RTKN	6	0.48414	0.89294	0.66581	0.99682	0.37189	0.84383
PIK3CA	6	-1.0807	-0.95529	0.036411	0.79637	0.33943	0.84383
WFDC1	6	0.44383	0.784	0.71872	0.99682	0.43304	0.84383
ZNF141	6	0.014581	0.041393	0.70406	0.99682	0.96698	0.9863
RECQL	6	-0.077556	-0.18548	0.59967	0.99078	0.85285	0.94393
hsa-mir-34c	4	0.12133	0.33887	0.8875	0.99682	0.73471	0.90396
NKX2-4	6	-0.85995	-1.811	0.076462	0.86261	0.070134	0.84383
LARP4	6	0.055993	0.10644	0.75135	0.99682	0.91524	0.96637
TNFSF12-TNFSF13	5	-0.47717	-0.76976	0.2882	0.94864	0.44144	0.84383
MAGEB6	6	-0.18946	-0.32841	0.48232	0.98755	0.7426	0.90588
LAP3	6	0.29601	0.42742	0.91745	0.9972	0.66907	0.88132
CDH11	6	-0.50103	-1.0409	0.22879	0.94021	0.29793	0.84383
CEP72	6	0.41177	0.85377	0.7619	0.99682	0.39323	0.84383
GRM3	6	0.80831	1.1237	0.33323	0.95579	0.26114	0.84383
SPRY1	6	-0.22959	-0.51506	0.44393	0.98346	0.60651	0.86117
ABCB10	6	0.063405	0.14516	0.76024	0.99682	0.88458	0.95611
MPST	6	-0.17821	-0.40547	0.49325	0.98755	0.68513	0.88565
LRRC45	6	0.18456	0.32837	0.9252	0.99747	0.74263	0.90588
