Gene	sgRNA	NKselection|beta	NKselection|z	NKselection|p-value	NKselection|fdr	NKselection|wald-p-value	NKselection|wald-fdr
VPS26A	6	1.1196	0.77777	0.15191	0.92898	0.4367	0.84383
C9orf9	6	-0.61272	-1.4549	0.16657	0.93177	0.14571	0.84383
PSPC1	6	0.87431	0.66008	0.28446	0.94792	0.5092	0.84517
DTX3	6	0.16899	0.38536	0.90284	0.99682	0.69997	0.89151
EPHX4	6	0.48309	1.1382	0.66691	0.99682	0.25505	0.84383
KDM5A	6	-0.69685	-1.6575	0.13057	0.9149	0.097419	0.84383
STK3	6	-0.50246	-1.2433	0.22782	0.94021	0.21377	0.84383
hsa-mir-4490	4	1.2576	0.946	0.1898	0.93547	0.34415	0.84383
NonTargetingControlGuideForHuman_0948	1	1.0876	0.39593	0.52634	0.98798	0.69215	0.88851
FLJ25363	6	0.50683	0.89404	0.6382	0.99299	0.3713	0.84383
OR6M1	6	-0.036901	-0.079893	0.64497	0.99425	0.93632	0.97501
GOLGA8B	5	0.31358	0.33181	0.90003	0.99682	0.74003	0.90505
PCDHA7	2	-0.12526	-0.30344	0.76536	0.99682	0.76155	0.91154
TMED4	6	0.47459	0.84849	0.6794	0.99682	0.39617	0.84383
POMP	6	-0.36216	-0.40051	0.32788	0.95199	0.68878	0.8875
NBPF6	1	-0.59199	-1.2157	0.6246	0.99168	0.2241	0.84383
NGEF	6	-0.080299	-0.20956	0.59635	0.99078	0.83401	0.93734
SGSM3	6	-0.035747	-0.078303	0.6458	0.99432	0.93759	0.97541
NonTargetingControlGuideForHuman_0346	1	0.51183	0.56971	0.85828	0.99682	0.56888	0.85454
MC1R	6	0.37436	0.71351	0.81126	0.99682	0.47553	0.84383
CDKL1	6	0.85588	0.82146	0.29709	0.95018	0.41138	0.84383
WDR47	6	0.89545	0.93954	0.27137	0.94696	0.34745	0.84383
hsa-mir-520f	4	0.83025	0.98324	0.42702	0.98053	0.32549	0.84383
PRPF3	6	1.4077	0.8691	0.064387	0.84005	0.38479	0.84383
SHARPIN	6	-0.68932	-1.6583	0.13357	0.91583	0.097257	0.84383
ISOC2	6	0.50786	0.68713	0.63654	0.99299	0.492	0.84383
RASSF7	6	0.093009	0.27984	0.79887	0.99682	0.7796	0.91654
OR6F1	6	0.75587	0.79125	0.37793	0.96858	0.4288	0.84383
PCSK2	6	-0.31577	-0.82278	0.36466	0.96559	0.41063	0.84383
CYP2W1	6	0.84148	1.0928	0.30875	0.95153	0.27447	0.84383
CBLL1	6	1.0037	0.7371	0.20768	0.94021	0.46106	0.84383
hsa-mir-6818	4	-0.77421	-1.0333	0.18662	0.93547	0.30148	0.84383
HSPA6	6	0.065469	0.22824	0.76264	0.99682	0.81946	0.93147
C14orf182	6	0.74089	1.2491	0.39107	0.97274	0.21164	0.84383
NAA16	6	-0.14056	-0.5257	0.5315	0.98798	0.5991	0.86014
RPS14	6	0.012681	0.019311	0.70194	0.99682	0.98459	0.9943
TOE1	6	0.9774	0.90401	0.2221	0.94021	0.36599	0.84383
ARX	6	0.41968	0.9823	0.75301	0.99682	0.32595	0.84383
STON1	6	1.1735	1.0515	0.1296	0.91467	0.29301	0.84383
AWAT2	6	-0.20764	-0.5283	0.4637	0.98648	0.59729	0.86001
ACBD6	6	0.52993	0.74244	0.60967	0.99078	0.45782	0.84383
TSPAN14	6	-0.76467	-1.5334	0.10628	0.90965	0.12517	0.84383
JMJD7	6	0.6619	0.83215	0.4685	0.98652	0.40533	0.84383
HPDL	6	0.17102	0.25199	0.90566	0.99682	0.80105	0.92401
AGTRAP	6	0.22439	0.68842	0.98166	0.99944	0.49119	0.84383
MEP1A	6	0.74722	1.0186	0.38563	0.97034	0.30838	0.84383
ARNTL	6	-0.5699	-1.2744	0.18772	0.93547	0.20251	0.84383
hsa-mir-328	4	0.58052	0.52623	0.63202	0.99168	0.59873	0.86014
NonTargetingControlGuideForHuman_0439	1	0.056054	0.1149	0.92262	0.99747	0.90852	0.96444
NonTargetingControlGuideForHuman_0720	1	0.44484	0.68634	0.88952	0.99682	0.4925	0.84383
SUFU	6	1.0734	0.71807	0.17177	0.93443	0.47272	0.84383
SLC18A3	6	-0.39485	-1.2683	0.30318	0.95101	0.20469	0.84383
MPDU1	6	0.28855	0.57563	0.92769	0.99747	0.56487	0.85449
N4BP2L2	6	1.6731	0.79803	0.028299	0.77503	0.42485	0.84383
RPS28	6	0.1677	1.6518	0.901	0.99682	0.098583	0.84383
NCAPG	6	0.596	0.63866	0.53736	0.98798	0.52304	0.84562
RXRG	6	-1.3901	-2.5596	0.012536	0.68094	0.010479	0.84383
SDR9C7	6	-0.10265	-0.19395	0.57238	0.98944	0.84622	0.94227
LRRC73	6	0.41894	0.67852	0.7537	0.99682	0.49744	0.84383
ZNF259	6	-0.43316	-0.9121	0.27492	0.94792	0.36171	0.84383
hsa-mir-4260	4	-0.15117	-0.27836	0.61562	0.99078	0.78074	0.9168
hsa-mir-889	4	-0.26975	-0.60063	0.50956	0.98798	0.54809	0.84929
SOSTDC1	6	-0.87043	-0.9553	0.073881	0.86044	0.33942	0.84383
STON1-GTF2A1L	3	-0.16575	-0.29364	0.65986	0.99682	0.76903	0.91391
TMEM63B	6	-0.94861	-1.7042	0.056644	0.83142	0.088347	0.84383
THAP3	6	-0.64123	-1.4198	0.15472	0.92898	0.15567	0.84383
KLK8	6	1.1196	0.88789	0.15191	0.92898	0.3746	0.84383
ROR1	6	0.70867	0.90195	0.42158	0.97893	0.36709	0.84383
AUNIP	6	0.46817	0.735	0.68705	0.99682	0.46234	0.84383
IER3	6	0.21658	0.42476	0.96894	0.99944	0.67101	0.88179
TLR3	6	-0.81846	-1.2013	0.087892	0.88956	0.22964	0.84383
XCL1	6	0.064304	0.22352	0.7613	0.99682	0.82313	0.93319
RHOBTB1	6	0.27207	0.67983	0.95133	0.99841	0.49661	0.84383
RTN4R	6	-0.97223	-1.0487	0.05162	0.81766	0.29429	0.84383
ZNF608	6	-0.13088	-0.273	0.54233	0.98816	0.78485	0.91816
RAB8A	6	-0.55871	-1.2971	0.19381	0.93708	0.19459	0.84383
PSMA4	6	0.723	0.72904	0.40748	0.97638	0.46598	0.84383
WNT7A	6	-0.016303	-0.02013	0.66843	0.99682	0.98394	0.99415
SLC38A6	6	0.3805	1.0684	0.80292	0.99682	0.28533	0.84383
ST6GALNAC4	6	-0.38917	-0.67285	0.30774	0.95153	0.50104	0.84383
IZUMO1	6	0.75142	0.89086	0.38157	0.96869	0.373	0.84383
CCDC71	6	0.0036633	0.013168	0.69148	0.99682	0.98949	0.99634
C22orf23	6	0.74048	1.0694	0.39148	0.97274	0.28491	0.84383
MTBP	6	-0.20253	-0.35826	0.46771	0.9865	0.72015	0.89809
ADNP2	6	1.1377	0.89083	0.14408	0.92689	0.37302	0.84383
TTC9	6	0.28737	0.52405	0.92939	0.99751	0.60025	0.86014
COL1A1	6	0.16691	0.30461	0.89916	0.99682	0.76066	0.91135
SLC22A3	6	-0.30327	-0.50061	0.37498	0.9684	0.61665	0.86634
PTPRCAP	6	0.91521	0.83744	0.2599	0.94696	0.40235	0.84383
IFNA21	5	-0.033658	-0.083167	0.68484	0.99682	0.93372	0.9736
OR5L1	6	-0.62589	-1.2537	0.16104	0.92898	0.20995	0.84383
GPATCH2L	6	0.13448	0.2789	0.85454	0.99682	0.78032	0.91669
RAB11FIP3	6	0.13878	0.27379	0.85993	0.99682	0.78424	0.91798
ACTC1	6	0.27494	0.48701	0.94644	0.9983	0.62625	0.86927
GCNT7	6	0.24399	0.39252	0.9906	0.99944	0.69467	0.88998
TTLL10	6	0.3866	0.7194	0.79523	0.99682	0.47189	0.84383
ACTRT1	6	0.62428	0.95054	0.50758	0.98798	0.34184	0.84383
NonTargetingControlGuideForHuman_0418	1	3.6964	0.086847	0.06706	0.84495	0.93079	0.9726
LPPR3	6	-1.147	-2.3404	0.029082	0.77518	0.019264	0.84383
LCMT2	6	1.0983	1	0.15984	0.92898	0.3173	0.84383
B3GNT9	6	0.1919	0.41109	0.93617	0.99751	0.681	0.88486
ZNF134	6	-1.3114	-1.7395	0.01544	0.68208	0.081955	0.84383
C19orf24	6	2.097	0.64666	0.0071899	0.59542	0.51786	0.84562
NAPRT1	6	0.071727	0.127	0.76983	0.99682	0.89894	0.96147
NonTargetingControlGuideForHuman_0049	1	0.7074	0.68791	0.77121	0.99682	0.49151	0.84383
MMP25	6	1.2462	0.82917	0.10499	0.90965	0.40701	0.84383
DPYSL5	6	0.87759	1.1368	0.28262	0.94792	0.25562	0.84383
HMX2	6	0.4599	0.92097	0.69968	0.99682	0.35707	0.84383
ANKRD13A	6	0.74338	0.83654	0.38909	0.9708	0.40285	0.84383
CLP1	6	-1.4707	-1.4481	0.0089413	0.62739	0.1476	0.84383
OR7E24	6	0.55642	1.0391	0.57897	0.98944	0.29877	0.84383
hsa-mir-203b	1	0.97883	0.47963	0.56699	0.98944	0.63149	0.87074
EDNRA	6	-0.22083	-0.55466	0.45172	0.98414	0.57913	0.8561
PRAMEF16	4	0.83973	0.62462	0.42126	0.97893	0.53222	0.84705
hsa-mir-3611	1	-0.21893	-0.20388	0.7896	0.99682	0.83844	0.93955
AGL	6	-0.21083	-0.43846	0.46089	0.9862	0.66105	0.87886
APOBEC3B	6	-0.22784	-0.64219	0.44532	0.98349	0.52075	0.84562
NPC2	6	0.17818	0.33145	0.91653	0.9972	0.74031	0.90505
SEMA3D	6	0.7085	1.2606	0.42172	0.97893	0.20746	0.84383
SLC12A9	6	0.16683	1.7201	0.89916	0.99682	0.085406	0.84383
FAM127A	6	1.5222	0.72171	0.044614	0.80635	0.47048	0.84383
TMEM126B	6	0.83462	1.1817	0.31359	0.95153	0.23733	0.84383
PLEKHG6	6	-0.05507	-0.13353	0.62437	0.99168	0.89377	0.9591
NonTargetingControlGuideForHuman_0164	1	-0.40626	-1.1753	0.70226	0.99682	0.23986	0.84383
hsa-mir-548a-2	4	0.79873	0.96934	0.45071	0.98414	0.33237	0.84383
MEX3A	6	-0.34432	-0.74381	0.34148	0.95588	0.45699	0.84383
TBX6	6	0.36784	1.7331	0.81956	0.99682	0.083083	0.84383
NonTargetingControlGuideForHuman_0471	1	-1.9065	-1.9977	0.21874	0.94021	0.045747	0.84383
hsa-mir-151a	4	0.1669	0.18711	0.93704	0.99751	0.85157	0.94352
ZSWIM6	6	-0.34292	-0.84834	0.3424	0.95611	0.39625	0.84383
TPI1	6	-0.2589	-0.47151	0.41513	0.97893	0.63727	0.87188
DCTN2	6	-0.22566	-0.31955	0.44725	0.98349	0.74931	0.90739
GLTSCR1	6	-1.0005	-1.4733	0.047057	0.80967	0.14068	0.84383
PLCH1	6	0.56755	1.1021	0.56713	0.98944	0.27041	0.84383
HPS3	6	0.77768	0.80113	0.35885	0.9642	0.42306	0.84383
HRC	6	-0.55725	-1.0993	0.1945	0.93708	0.27163	0.84383
CNGB3	6	0.38299	0.78876	0.79942	0.99682	0.43025	0.84383
FAM149A	6	-1.0074	-1.6383	0.045951	0.80911	0.10135	0.84383
hsa-mir-4305	4	-0.28161	-0.56599	0.49864	0.98755	0.5714	0.85539
FUCA1	6	-0.23632	-0.78508	0.43734	0.98292	0.43241	0.84383
GEMIN8	6	0.026667	0.047412	0.7178	0.99682	0.96218	0.98456
SI	6	0.34178	0.48209	0.85454	0.99682	0.62974	0.87001
PARP1	6	-0.38223	-0.6002	0.31216	0.95153	0.54838	0.84929
FOSB	6	0.75024	1.1019	0.3825	0.96869	0.27052	0.84383
SBF2	6	0.69191	0.82505	0.43882	0.98346	0.40935	0.84383
NUDT21	6	3.5317	0.25232	0.00023045	0.28571	0.8008	0.92388
ECT2	6	1.5735	0.77101	0.038761	0.80106	0.4407	0.84383
ERCC1	6	-0.47186	-1.133	0.24796	0.9415	0.25723	0.84383
JRKL	6	0.13104	0.27979	0.84998	0.99682	0.77964	0.91654
WFDC2	6	1.0483	1.2266	0.18353	0.93547	0.21999	0.84383
YBX2	6	0.95793	0.85268	0.23317	0.9415	0.39384	0.84383
NCOA4	6	0.18392	0.24782	0.92437	0.99747	0.80428	0.92506
SYCP2	6	-0.16417	-0.46255	0.508	0.98798	0.64368	0.8737
hsa-mir-4657	4	-0.02094	-0.048414	0.73992	0.99682	0.96139	0.98437
NonTargetingControlGuideForHuman_0603	1	1.2062	0.52246	0.48523	0.98755	0.60135	0.86034
MFSD9	6	0.074566	0.10609	0.77407	0.99682	0.91551	0.96642
NDUFB4	6	-0.046481	-0.097652	0.63414	0.99293	0.92221	0.96892
GABRA5	6	0.59271	0.72729	0.53998	0.98816	0.46705	0.84383
hsa-mir-876	4	0.99215	0.93672	0.32097	0.95199	0.3489	0.84383
S100B	6	0.15043	1.4786	0.87639	0.99682	0.13925	0.84383
G6PC	6	-0.05621	-0.091719	0.62304	0.99168	0.92692	0.97075
GSTT1	6	-0.057914	-0.13925	0.62082	0.99168	0.88925	0.95734
DPYSL2	6	0.41502	0.80904	0.75858	0.99682	0.41849	0.84383
DNAH10	6	1.1181	1.2268	0.15251	0.92898	0.21988	0.84383
IL36G	6	-0.68236	-1.7614	0.13615	0.91889	0.078175	0.84383
UGT2B11	6	0.25349	0.80495	0.97783	0.99944	0.42085	0.84383
ZRSR2	6	0.40779	1.4197	0.76785	0.99682	0.15569	0.84383
IMP3	6	2.4422	0.41222	0.0023966	0.42969	0.68018	0.88486
KPRP	6	-0.36202	-0.88157	0.32788	0.95199	0.37801	0.84383
C9orf173	6	-0.0072691	-0.013414	0.67908	0.99682	0.9893	0.99628
KRT10	6	0.088984	0.1563	0.79384	0.99682	0.87579	0.95262
HKDC1	6	1.6835	0.80298	0.027608	0.77366	0.42199	0.84383
KCNF1	6	0.095133	0.23215	0.80228	0.99682	0.81642	0.93058
B3GNT2	6	2.08	0.53505	0.0075586	0.61314	0.59262	0.85876
MFSD6	6	-0.69598	-1.8469	0.13094	0.9149	0.064761	0.84383
hsa-mir-4784	4	4.2199	0.13067	0.00013827	0.28571	0.89604	0.9604
SLC39A10	6	1.5206	0.91104	0.044891	0.80635	0.36228	0.84383
PLXNB3	6	-0.19931	-0.49428	0.47186	0.98674	0.62111	0.86742
PGAM1	6	-1.4044	-1.5145	0.011983	0.68094	0.12989	0.84383
ARF1	6	-46.857	-83.561	0.00032263	0.28571	0	0
hsa-mir-638	4	0.17966	0.1995	0.95004	0.99841	0.84187	0.94073
ZNHIT3	6	-0.22641	-0.34988	0.4467	0.98349	0.72643	0.90102
HEATR6	6	0.58459	0.83621	0.54971	0.98936	0.40304	0.84383
KIAA0020	6	0.19888	0.28951	0.94511	0.99805	0.77219	0.91458
IMPDH1	6	-0.27789	-0.55092	0.39775	0.9739	0.58169	0.85717
ANKRD42	6	0.5547	0.85766	0.58045	0.98944	0.39108	0.84383
hsa-mir-299	4	-0.56956	-0.80484	0.29069	0.94873	0.42091	0.84383
MCTP1	6	0.75873	1.1527	0.37572	0.9684	0.24903	0.84383
TEX28	6	0.69695	1.099	0.43356	0.98153	0.27178	0.84383
ZNF396	6	-1.1401	-1.9338	0.030004	0.78718	0.053136	0.84383
TMEM14E	6	-0.74989	-1.5185	0.11177	0.90965	0.12889	0.84383
PCIF1	6	1.9282	0.81414	0.012444	0.68094	0.41557	0.84383
TBL1Y	6	0.33676	0.6454	0.85989	0.99682	0.51867	0.84562
EML3	6	-0.34233	-0.97623	0.34286	0.95642	0.32895	0.84383
DNAJC5B	6	0.3921	1.0017	0.7884	0.99682	0.31649	0.84383
BNIPL	6	0.21606	0.60901	0.96769	0.99944	0.54252	0.84915
hsa-mir-4478	4	0.4507	0.8003	0.75139	0.99682	0.42354	0.84383
WDR6	6	0.49181	0.85982	0.65636	0.99601	0.38989	0.84383
GAPDHS	6	0.70916	0.969	0.42116	0.97893	0.33254	0.84383
PIWIL2	6	-0.11742	-0.20532	0.55588	0.98936	0.83732	0.93927
hsa-mir-26a-1	4	0.36679	0.66588	0.83763	0.99682	0.50549	0.84467
hsa-mir-4780	4	-0.71081	-1.2111	0.2151	0.94021	0.22586	0.84383
C16orf46	6	0.098549	0.21295	0.80748	0.99682	0.83137	0.93636
NVL	6	0.76993	0.74408	0.36576	0.96698	0.45683	0.84383
NPAT	6	-0.83883	-1.2869	0.082085	0.87158	0.19813	0.84383
GP1BA	6	1.1119	1.0682	0.15472	0.92898	0.28544	0.84383
THUMPD2	6	0.090591	0.17756	0.79596	0.99682	0.85907	0.9462
DDB1	6	0.91507	0.68158	0.25999	0.94696	0.49551	0.84383
RBMY1F	2	2.6158	0.26319	0.05987	0.83185	0.7924	0.92111
HTR2C	6	0.41787	0.78435	0.75504	0.99682	0.43284	0.84383
TMEM217	6	0.89611	1.2151	0.27091	0.94696	0.22431	0.84383
DYX1C1	6	0.21704	0.65132	0.96963	0.99944	0.51484	0.84562
hsa-mir-7641-2	2	-1.1964	-0.98535	0.21367	0.94021	0.32445	0.84383
hsa-mir-8083	4	-1.2302	-1.795	0.061391	0.83425	0.072652	0.84383
MAP3K14	6	0.98103	1.0607	0.2204	0.94021	0.28882	0.84383
ELMOD2	6	0.034624	0.081178	0.7266	0.99682	0.9353	0.97443
GALNT2	6	-0.11457	-0.1715	0.55869	0.98944	0.86383	0.9473
SPATA22	6	-1.126	-2.4076	0.031525	0.78744	0.016056	0.84383
RABEPK	6	0.18457	0.27522	0.9252	0.99747	0.78314	0.91751
TRABD2A	6	0.89655	1.0574	0.27073	0.94696	0.29035	0.84383
hsa-mir-4729	4	-1.155	-1.4763	0.074388	0.86194	0.13985	0.84383
TUBA3E	6	-0.077691	-0.14844	0.59948	0.99078	0.882	0.95521
TJAP1	6	0.61442	0.92724	0.51827	0.98798	0.3538	0.84383
SOAT2	6	0.011701	0.02115	0.70097	0.99682	0.98313	0.99387
KCNAB2	6	0.15769	0.42887	0.88625	0.99682	0.66801	0.88122
C12orf50	6	0.436	0.58885	0.72923	0.99682	0.55596	0.85223
AEN	6	-0.12837	-0.3004	0.5445	0.98816	0.76387	0.91235
PSMB7	6	-0.61436	-1.1591	0.16588	0.93168	0.24641	0.84383
CDC25A	6	0.31995	0.52087	0.88418	0.99682	0.60246	0.86034
ZBTB43	6	0.3554	0.70645	0.83643	0.99682	0.47991	0.84383
MCM4	6	1.1466	1.012	0.1403	0.92579	0.31154	0.84383
hsa-mir-4522	4	-1.9406	-2.1526	0.0085726	0.61765	0.031347	0.84383
CCDC102B	6	-0.26262	-0.43825	0.41195	0.97783	0.6612	0.8789
RSRC1	6	0.55111	0.85261	0.58469	0.98963	0.39388	0.84383
STYXL1	6	0.55737	0.98859	0.57805	0.98944	0.32286	0.84383
ASNSD1	6	0.58167	1.1981	0.55252	0.98936	0.23088	0.84383
LHX4	6	1.6653	0.8207	0.02876	0.77503	0.41182	0.84383
KIAA0754	6	0.29678	0.6747	0.91649	0.9972	0.49987	0.84383
GRIN2B	6	-0.22706	-0.58883	0.44628	0.98349	0.55597	0.85223
TMEM243	6	0.73209	1.218	0.39927	0.97425	0.22321	0.84383
CLEC14A	6	-0.21827	-0.47133	0.45393	0.98503	0.63741	0.87188
PRSS3	6	-0.9638	-0.74023	0.053279	0.82274	0.45916	0.84383
TBPL1	6	0.80341	1.2354	0.33728	0.95579	0.21668	0.84383
CEACAM4	6	0.27475	0.49062	0.94667	0.9983	0.6237	0.86899
ZNF131	6	1.6124	0.71059	0.03406	0.7907	0.47734	0.84383
WDR26	6	0.95409	1.3715	0.23487	0.9415	0.17021	0.84383
PIAS4	6	1.0698	1.1228	0.17348	0.93462	0.2615	0.84383
RPF1	6	0.17508	0.31669	0.91211	0.9972	0.75148	0.90806
RPS27L	6	0.2185	0.72767	0.97202	0.99944	0.46682	0.84383
FAM50A	6	0.93627	1.0427	0.24635	0.9415	0.29708	0.84383
NonTargetingControlGuideForHuman_0336	1	4.6468	0.042718	0.026824	0.77366	0.96593	0.98597
PCDHGA2	2	0.30566	0.15149	0.90971	0.99687	0.87959	0.95449
CD180	6	1.0387	1.0952	0.18924	0.93547	0.27344	0.84383
ANXA8L1	3	-1.0298	-1.9094	0.16251	0.92898	0.056214	0.84383
PPARD	6	0.92773	1.1063	0.25077	0.94254	0.26859	0.84383
SLC16A13	6	0.56031	1.0759	0.57473	0.98944	0.28199	0.84383
ABLIM3	6	0.55809	1.0648	0.57699	0.98944	0.28697	0.84383
CALHM1	6	0.82696	1.0725	0.3194	0.95199	0.28349	0.84383
SMARCA5	6	-0.76912	-1.1163	0.10412	0.90811	0.26429	0.84383
MAGEA9B	1	-1.878	-1.9877	0.22648	0.94021	0.046843	0.84383
ZKSCAN2	6	0.2882	0.63685	0.92805	0.99751	0.52422	0.84562
hsa-mir-5589	4	0.91327	0.67249	0.36987	0.96832	0.50127	0.84383
C17orf51	6	0.93815	1.0601	0.24538	0.9415	0.28909	0.84383
RPL38	6	-0.18166	-0.2644	0.49002	0.98755	0.79147	0.92067
PFDN6	6	1.8423	0.643	0.016177	0.68208	0.52022	0.84562
hsa-mir-544b	4	1.1166	0.78056	0.25156	0.94254	0.43506	0.84383
FNIP1	6	1.2819	0.84297	0.094529	0.89255	0.39925	0.84383
PNPLA5	6	0.99785	0.95294	0.21109	0.94021	0.34062	0.84383
SIRPB1	6	0.088999	0.097977	0.79384	0.99682	0.92195	0.9689
SERPINB9	6	-0.33274	-0.84364	0.34986	0.95967	0.39887	0.84383
CITED2	6	0.94381	1.1057	0.24165	0.9415	0.26884	0.84383
SPTAN1	6	0.1058	0.25417	0.81638	0.99682	0.79936	0.92371
SLC7A4	6	-0.54198	-0.87779	0.2039	0.94021	0.38006	0.84383
C8A	6	0.37019	1.231	0.81624	0.99682	0.21831	0.84383
hsa-mir-516b-1	3	2.089	0.4262	0.056782	0.83142	0.66996	0.88165
PTPN14	6	1.3986	1.1381	0.066092	0.84431	0.2551	0.84383
NCOA1	6	-0.46876	-1.1528	0.24976	0.9415	0.24899	0.84383
hsa-mir-6732	4	0.040899	0.069048	0.80306	0.99682	0.94495	0.97782
FUT11	6	0.39194	0.7311	0.78863	0.99682	0.46472	0.84383
LAMP3	6	1.1467	1.2355	0.1402	0.92546	0.21664	0.84383
SRA1	6	-0.49339	-0.9647	0.23372	0.9415	0.3347	0.84383
DDAH1	6	1.5618	0.82821	0.04019	0.80106	0.40755	0.84383
KDELC1	6	0.95694	1.0469	0.23395	0.9415	0.29513	0.84383
AMY1C	2	0.28689	0.33661	0.92345	0.99747	0.73641	0.90396
FBLN5	6	0.8416	0.81712	0.30871	0.95153	0.41386	0.84383
HMMR	6	0.79849	0.99717	0.34111	0.95588	0.31868	0.84383
FAM71B	6	0.93263	0.83019	0.24842	0.9415	0.40643	0.84383
TSPAN15	6	-0.098059	-0.19779	0.57791	0.98944	0.84321	0.94109
BRPF1	6	1.0057	0.81817	0.20676	0.94021	0.41326	0.84383
NFXL1	6	0.66873	1.079	0.46223	0.98648	0.28058	0.84383
GART	6	-0.27279	-0.37921	0.40259	0.97554	0.70453	0.8934
hsa-mir-1469	4	-0.48891	-0.87034	0.3406	0.95588	0.38411	0.84383
FAM69B	6	-0.20583	-0.53439	0.46518	0.98648	0.59307	0.85881
ELP6	6	-0.13323	-0.17071	0.53957	0.98816	0.86445	0.9473
KDM3B	6	-0.17624	-0.32203	0.4956	0.98755	0.74743	0.90682
BPY2	5	0.60349	1.0405	0.56999	0.98944	0.2981	0.84383
SH2D7	6	-0.27875	-0.7867	0.39697	0.9739	0.43146	0.84383
ODF3L1	6	1.343	0.7877	0.078859	0.86261	0.43087	0.84383
KCTD5	6	-0.67955	-1.2828	0.13744	0.92156	0.19955	0.84383
SLC7A3	6	0.63426	0.88841	0.4979	0.98755	0.37432	0.84383
FAAH	6	1.3211	0.9066	0.08439	0.87684	0.36462	0.84383
AMELY	5	0.91951	0.94766	0.30387	0.95125	0.3433	0.84383
SLC31A2	6	-1.1983	-2.0917	0.023321	0.73977	0.036464	0.84383
BLID	6	1.0667	0.83637	0.17523	0.93462	0.40294	0.84383
hsa-mir-93	4	1.5582	0.76251	0.099184	0.90046	0.44575	0.84383
hsa-mir-3674	4	-0.19359	-0.39703	0.57625	0.98944	0.69134	0.88849
NonTargetingControlGuideForHuman_0868	1	-1.0279	-1.5612	0.45444	0.98503	0.11847	0.84383
B3GAT3	6	-0.63311	-1.3145	0.15827	0.92898	0.18867	0.84383
EFNA1	6	0.7316	1.1874	0.39992	0.97503	0.23508	0.84383
ADC	6	0.71191	1.0127	0.41831	0.97893	0.3112	0.84383
NDFIP1	6	0.83818	1.3883	0.31124	0.95153	0.16505	0.84383
P2RX5	6	0.83607	0.95557	0.31281	0.95153	0.33929	0.84383
FAM107A	6	0.53673	0.88274	0.60197	0.99078	0.37738	0.84383
RBM5	6	0.43789	0.86583	0.72628	0.99682	0.38658	0.84383
PRKACG	6	0.31611	0.44222	0.88925	0.99682	0.65833	0.8779
KRT38	6	1.1813	0.81667	0.1267	0.9127	0.41412	0.84383
NonTargetingControlGuideForHuman_0675	1	0.80791	0.65326	0.73065	0.99682	0.51359	0.84562
DIMT1	6	0.28992	0.43808	0.92593	0.99747	0.66133	0.87894
hsa-mir-2052	2	1.5392	0.58857	0.24672	0.9415	0.55615	0.85223
NELL2	6	0.90658	1.0986	0.26501	0.94696	0.27194	0.84383
TMEM225	6	0.81729	0.96581	0.32645	0.95199	0.33414	0.84383
CCNK	6	0.94508	0.87203	0.24105	0.9415	0.38319	0.84383
TM4SF20	6	0.65043	0.96541	0.48136	0.98755	0.33434	0.84383
FBXO30	6	-1.2702	-2.8487	0.017652	0.69065	0.0043904	0.84383
LOC730183	6	0.6384	0.93726	0.49329	0.98755	0.34862	0.84383
DXO	4	1.5192	0.81854	0.10868	0.90965	0.41305	0.84383
NDNL2	6	-1.5179	-1.5039	0.0079735	0.61484	0.1326	0.84383
FGF7	6	-0.65137	-1.4968	0.15039	0.92898	0.13446	0.84383
RNF19A	6	0.69433	0.88322	0.43656	0.98269	0.37711	0.84383
FAM186B	6	-0.20248	-0.53899	0.46776	0.9865	0.58989	0.85854
TAS2R16	6	0.025107	0.062604	0.71595	0.99682	0.95008	0.97954
SERPINE1	6	0.40988	0.70039	0.7649	0.99682	0.48368	0.84383
hsa-mir-519b	2	-1.5311	-2.2133	0.13117	0.9149	0.02688	0.84383
PYY	6	0.33048	0.72715	0.86874	0.99682	0.46713	0.84383
FKBP1B	6	0.34237	0.61757	0.85394	0.99682	0.53686	0.84761
FSCN2	6	-0.28354	-0.55345	0.39263	0.97274	0.57996	0.8563
hsa-mir-1181	4	-0.77702	-0.61103	0.18542	0.93547	0.54118	0.84902
ITK	6	0.6029	1.229	0.52994	0.98798	0.21909	0.84383
DGKE	6	-0.54652	-0.85971	0.20104	0.94021	0.38995	0.84383
NonTargetingControlGuideForHuman_0208	1	-1.3085	-1.7061	0.36051	0.9642	0.087983	0.84383
METTL17	6	0.16785	0.2401	0.90118	0.99682	0.81025	0.92786
ELF2	6	-0.5219	-0.57321	0.21621	0.94021	0.5665	0.85454
PGM2	6	-0.13311	-0.20819	0.53989	0.98816	0.83508	0.93778
C4orf46	6	-0.72026	-1.5217	0.12163	0.90965	0.12809	0.84383
ACOT2	6	0.69777	1.1496	0.43292	0.98153	0.25031	0.84383
PDIA6	6	0.58348	0.96249	0.55072	0.98936	0.3358	0.84383
C9orf139	6	0.39671	0.47565	0.78186	0.99682	0.63432	0.87157
IZUMO4	6	-0.018598	-0.043923	0.66604	0.99682	0.96497	0.98549
FAM157B	3	0.42439	0.37056	0.80232	0.99682	0.71096	0.89516
PPIAL4G	3	-2.104	-2.9121	0.015025	0.68208	0.0035903	0.84383
SPAG1	6	0.29	0.70629	0.9258	0.99747	0.48001	0.84383
hsa-mir-1269b	4	0.010385	0.021121	0.77066	0.99682	0.98315	0.99387
