Gene	sgRNA	NKselection|beta	NKselection|z	NKselection|p-value	NKselection|fdr	NKselection|wald-p-value	NKselection|wald-fdr
CDY2A	5	0.080764	0.72646	0.53878	0.99224	0.46756	0.99998
MXD3	6	0.00060078	0.0042889	0.99281	0.99972	0.99658	0.99998
ZBTB47	6	0.0238	0.17815	0.8515	0.99256	0.8586	0.99998
LY96	6	-0.069306	-0.57466	0.53957	0.99224	0.56552	0.99998
KRT6A	6	-0.047067	-0.35659	0.67189	0.99224	0.7214	0.99998
CCDC103	6	-0.19815	-1.6853	0.093147	0.95024	0.091926	0.99998
GRK7	6	0.099404	0.59603	0.40508	0.99224	0.55116	0.99998
DEXI	6	-0.14345	-1.017	0.2157	0.98147	0.30914	0.99998
TTC31	6	-0.023117	-0.1878	0.8268	0.99256	0.85104	0.99998
PET100	6	-0.12505	-0.73484	0.27778	0.99224	0.46243	0.99998
GPC2	6	0.10353	0.73426	0.38535	0.99224	0.46279	0.99998
PSMG4	6	-0.17047	-0.8471	0.14412	0.96028	0.39694	0.99998
SPATA31D1	6	-0.0023482	-0.025337	0.97115	0.99787	0.97979	0.99998
EFCAB7	6	-0.14715	-1.1965	0.20399	0.97562	0.23149	0.99998
MAP10	6	-0.0041125	-0.0259	0.95801	0.99736	0.97934	0.99998
SETMAR	6	-0.095959	-0.40145	0.4036	0.99224	0.68809	0.99998
SPINK14	6	0.1521	0.72194	0.2039	0.97562	0.47033	0.99998
IGSF9	6	-0.12741	-0.75641	0.26967	0.99224	0.4494	0.99998
U2AF1L4	6	0.092038	0.83907	0.43937	0.99224	0.40143	0.99998
KDM4B	6	0.054136	0.46206	0.65631	0.99224	0.64404	0.99998
ZNF628	6	0.024741	0.25772	0.84569	0.99256	0.79662	0.99998
PNMAL1	6	-0.33605	-1.8239	0.0065908	0.77202	0.068173	0.99998
SMIM19	6	-0.033946	-0.27562	0.75582	0.99256	0.78284	0.99998
RTN4IP1	6	-0.038132	-0.28315	0.72701	0.99256	0.77706	0.99998
ATP1B1	6	-0.17732	-1.8191	0.12887	0.95061	0.068891	0.99998
PNMAL2	6	-0.061066	-0.53754	0.58626	0.99224	0.59089	0.99998
COL6A5	6	0.02117	0.22259	0.86795	0.99256	0.82385	0.99998
MCEE	6	0.018911	0.096862	0.8822	0.99353	0.92284	0.99998
CHMP4A	6	-0.31127	-2.6809	0.010324	0.81734	0.0073424	0.99998
CDPF1	6	-0.10448	-1.075	0.363	0.99224	0.28237	0.99998
KRTAP22-2	6	-0.11478	-1.3332	0.31774	0.99224	0.18247	0.99998
IGIP	6	-0.067936	-0.56732	0.54773	0.99224	0.5705	0.99998
LRTM1	6	-0.027538	-0.2827	0.79679	0.99256	0.77741	0.99998
AMPD3	6	0.11587	0.69144	0.33005	0.99224	0.48929	0.99998
ZNF682	6	-0.086436	-0.46697	0.44873	0.99224	0.64052	0.99998
SCML4	6	-0.047112	-0.33585	0.67152	0.99224	0.73698	0.99998
KCNA1	6	-0.13421	-0.69796	0.24672	0.99018	0.4852	0.99998
hsa-mir-302d	4	-0.19864	-2.3218	0.17002	0.96379	0.020246	0.99998
LRRC58	6	-0.0032737	-0.015618	0.96377	0.99752	0.98754	0.99998
SYAP1	6	-0.066377	-0.29474	0.55763	0.99224	0.76819	0.99998
ROBO1	6	-0.06386	-0.70394	0.57174	0.99224	0.48147	0.99998
RHBDD3	6	0.11996	0.40927	0.31419	0.99224	0.68234	0.99998
NonTargetingControlGuideForHuman_0253	1	0.094682	1.0062	0.74485	0.99256	0.31434	0.99998
OR56B1	6	0.13144	1.2691	0.27128	0.99224	0.20441	0.99998
BANF2	6	-0.041832	-0.37319	0.70323	0.99224	0.70901	0.99998
RPL7A	6	0.041411	0.19206	0.73508	0.99256	0.84769	0.99998
C4orf48	6	0.06779	0.31318	0.574	0.99224	0.75414	0.99998
FCGR1B	5	0.053682	0.28255	0.68572	0.99224	0.77752	0.99998
ATG16L2	6	0.020181	0.15824	0.87418	0.99273	0.87427	0.99998
ZNF19	6	-0.076546	-0.51566	0.49929	0.99224	0.60609	0.99998
OR1B1	6	-0.061968	-0.77596	0.58091	0.99224	0.43777	0.99998
OTOS	6	0.10852	0.89888	0.36268	0.99224	0.36872	0.99998
ADAMTSL1	6	0.13987	1.2277	0.24059	0.98383	0.21957	0.99998
CCDC63	6	0.087225	0.65973	0.46417	0.99224	0.50942	0.99998
TLX1	6	-0.1303	-0.66866	0.25934	0.99224	0.50371	0.99998
SLC19A3	6	-0.038067	-0.27787	0.72743	0.99256	0.78111	0.99998
JRK	6	-0.12774	-0.7817	0.26815	0.99224	0.43439	0.99998
MANEA	6	0.050751	0.64799	0.67678	0.99224	0.51699	0.99998
PROK1	6	0.11301	0.95375	0.34258	0.99224	0.34021	0.99998
HSD17B4	6	-0.15736	-1.1577	0.17546	0.9666	0.24697	0.99998
DCXR	6	0.069875	0.47757	0.56206	0.99224	0.63296	0.99998
RPL19	6	0.17342	0.8289	0.14587	0.96061	0.40716	0.99998
SMAD9	6	-0.048359	-0.59088	0.66442	0.99224	0.5546	0.99998
PNRC1	6	0.17607	1.1003	0.1396	0.95549	0.27119	0.99998
C1QTNF8	6	-0.018329	-0.14104	0.85708	0.99256	0.88784	0.99998
TMPRSS4	6	-0.074388	-0.53264	0.51131	0.99224	0.59429	0.99998
SPP1	6	-0.031852	-0.28344	0.76905	0.99256	0.77684	0.99998
hsa-mir-3917	4	-0.1063	-0.86599	0.45426	0.99224	0.3865	0.99998
USP17L15	6	-0.016321	-0.13388	0.8703	0.99256	0.8935	0.99998
PRR16	6	0.20758	1.5813	0.084943	0.94393	0.1138	0.99998
CC2D2B	6	-0.27293	-1.8229	0.024105	0.86304	0.068317	0.99998
TMEM71	6	-0.026062	-0.28381	0.80642	0.99256	0.77655	0.99998
KDM2B	6	-0.1351	-1.128	0.24372	0.98694	0.2593	0.99998
PHC1	6	-0.088847	-0.64931	0.43826	0.99224	0.51614	0.99998
OR2A4	6	0.10013	0.63116	0.40162	0.99224	0.52793	0.99998
SMIM11	6	0.13088	0.76118	0.27331	0.99224	0.44655	0.99998
MUM1L1	6	-0.086195	-0.71942	0.45006	0.99224	0.47188	0.99998
OXLD1	6	0.16447	1.3959	0.16869	0.96379	0.16276	0.99998
CD24	6	-0.11963	-0.51055	0.29861	0.99224	0.60967	0.99998
VPREB1	6	0.17773	1.5673	0.13559	0.95212	0.11705	0.99998
RNF25	6	-0.059755	-0.57631	0.59386	0.99224	0.56441	0.99998
SPTA1	6	-0.0093472	-0.098139	0.91879	0.99499	0.92182	0.99998
C1orf56	6	-0.099308	-0.79296	0.38674	0.99224	0.4278	0.99998
NT5C	6	-0.060604	-0.40052	0.58865	0.99224	0.68878	0.99998
ATP6V1B1	6	0.079495	0.53791	0.5056	0.99224	0.59064	0.99998
hsa-mir-4796	4	-0.035077	-0.24687	0.79232	0.99256	0.80501	0.99998
SLC36A3	6	-0.11828	-0.90585	0.30318	0.99224	0.36501	0.99998
UBQLN4	6	0.090954	0.7482	0.44449	0.99224	0.45434	0.99998
C16orf71	6	-0.15552	-1.5669	0.18012	0.9666	0.11714	0.99998
BCR	6	-0.085667	-0.36705	0.45218	0.99224	0.71358	0.99998
SLFN13	6	-0.017315	-0.099414	0.86381	0.99256	0.92081	0.99998
ARID4B	6	-0.079807	-0.6547	0.48214	0.99224	0.51266	0.99998
MOCOS	6	-0.19389	-1.5911	0.09923	0.95024	0.11158	0.99998
PRR5	6	0.073014	0.5255	0.54325	0.99224	0.59923	0.99998
GIMAP1	5	-0.23254	-2.016	0.073651	0.94089	0.043802	0.99998
MPDZ	6	-0.062404	-0.63635	0.57902	0.99224	0.52455	0.99998
ATP4A	6	0.060385	0.46885	0.6175	0.99224	0.63918	0.99998
NUMA1	6	-0.12013	-0.77935	0.29682	0.99224	0.43577	0.99998
ATP7B	6	-0.1501	-1.0567	0.19556	0.97381	0.29063	0.99998
SRSF11	6	-0.021046	-0.16222	0.83961	0.99256	0.87113	0.99998
C21orf59	6	-0.0017652	-0.013892	0.97534	0.99797	0.98892	0.99998
ARRDC1	6	0.093221	0.42976	0.43347	0.99224	0.66737	0.99998
ATP9A	6	-0.044504	-0.38796	0.6871	0.99224	0.69805	0.99998
LRRC30	6	0.051565	0.32722	0.67148	0.99224	0.7435	0.99998
VSTM5	6	0.20997	1.646	0.081348	0.94089	0.099773	0.99998
DAPP1	6	-0.17178	-1.4151	0.14177	0.95916	0.15704	0.99998
TTLL12	6	-0.15652	-1.1083	0.17712	0.9666	0.26775	0.99998
NonTargetingControlGuideForHuman_0746	1	0.11305	0.53172	0.69576	0.99224	0.59492	0.99998
SYT9	6	0.15156	0.73669	0.20524	0.97589	0.46131	0.99998
AMOTL2	6	0.32002	1.1175	0.010877	0.81734	0.2638	0.99998
PGAP3	6	-0.093244	-0.72047	0.41803	0.99224	0.47123	0.99998
DCD	6	0.048131	0.4495	0.69235	0.99224	0.65307	0.99998
OR4K15	6	0.1277	0.82338	0.28488	0.99224	0.41029	0.99998
TOMM22	6	-0.010221	-0.06104	0.91303	0.99448	0.95133	0.99998
POLI	6	-0.057809	-0.49348	0.60594	0.99224	0.62167	0.99998
BID	6	0.11941	0.72916	0.31603	0.99224	0.4659	0.99998
MAP7	6	0.011289	0.11808	0.93405	0.99631	0.90601	0.99998
FBLIM1	6	-0.16959	-0.92888	0.14652	0.96061	0.35295	0.99998
OR51Q1	6	0.12673	0.6006	0.28903	0.99224	0.54811	0.99998
ANXA4	6	0.054953	0.45339	0.65133	0.99224	0.65027	0.99998
ZFP82	6	0.22977	1.4348	0.05904	0.94089	0.15135	0.99998
hsa-mir-6886	4	0.17733	1.389	0.22681	0.9833	0.16482	0.99998
KRT75	6	-0.080535	-0.62143	0.47795	0.99224	0.53432	0.99998
CHTF18	6	0.026344	0.16845	0.83482	0.99256	0.86623	0.99998
hsa-mir-518f	3	0.0067816	0.059859	0.98064	0.99845	0.95227	0.99998
NDUFB2	6	-0.09661	-0.65712	0.40001	0.99224	0.5111	0.99998
ABCG5	6	0.065407	0.42619	0.5881	0.99224	0.66997	0.99998
C10orf91	6	-0.070327	-0.85908	0.53284	0.99224	0.3903	0.99998
NFIC	6	-0.017723	-0.17188	0.86072	0.99256	0.86353	0.99998
NREP	6	0.021995	0.16397	0.86247	0.99256	0.86975	0.99998
KBTBD8	6	0.0082351	0.048925	0.95456	0.99736	0.96098	0.99998
BSG	6	0.24298	1.3613	0.045905	0.89982	0.17342	0.99998
SVIL	6	-0.13404	-1.1467	0.24713	0.99018	0.25149	0.99998
PIKFYVE	6	-0.081352	-0.72091	0.47384	0.99224	0.47097	0.99998
PVR	6	-0.024471	-0.17842	0.81781	0.99256	0.85839	0.99998
hsa-mir-4312	4	0.013136	0.052138	0.94105	0.99692	0.95842	0.99998
MRPS25	6	-0.076569	-0.52249	0.49919	0.99224	0.60133	0.99998
DLX1	6	0.069249	0.54843	0.56565	0.99224	0.5834	0.99998
GGN	6	0.21159	1.8377	0.078859	0.94089	0.066103	0.99998
ACTL6B	6	0.04069	0.38836	0.74006	0.99256	0.69775	0.99998
SETD6	6	-0.20846	-1.2403	0.078674	0.94089	0.21486	0.99998
OR8D1	6	-0.18901	-1.841	0.10679	0.95024	0.065618	0.99998
SLC25A15	6	-0.24205	-1.8281	0.042725	0.88263	0.067539	0.99998
IMPAD1	6	0.23952	2.3388	0.049039	0.91399	0.019346	0.99998
TES	6	-0.085614	-1.1116	0.4525	0.99224	0.2663	0.99998
SPINK5	6	-0.029669	-0.28729	0.78403	0.99256	0.77389	0.99998
GPX1	6	0.15952	1.2267	0.18178	0.96691	0.21995	0.99998
NR3C1	6	0.10442	1.088	0.3818	0.99224	0.27659	0.99998
hsa-mir-4499	4	0.19684	0.56952	0.18095	0.9666	0.569	0.99998
PHLDB3	6	0.16026	0.97136	0.17961	0.9666	0.33137	0.99998
TRIP4	6	0.013851	0.15495	0.9152	0.99455	0.87686	0.99998
hsa-mir-2053	4	0.083817	0.54517	0.56303	0.99224	0.58564	0.99998
MLXIP	6	0.095443	0.67908	0.4225	0.99224	0.49709	0.99998
LGALS13	6	-0.014136	-0.14733	0.88644	0.99353	0.88287	0.99998
BTNL3	6	-0.043898	-0.33498	0.69069	0.99224	0.73764	0.99998
RLN3	6	0.13007	0.78401	0.27617	0.99224	0.43303	0.99998
DIS3L2	6	-0.20253	-1.6726	0.085957	0.94393	0.094414	0.99998
WWC2	6	-0.041472	-0.24364	0.70549	0.99224	0.80751	0.99998
NonTargetingControlGuideForHuman_0393	1	-0.60174	-1.2144	0.080011	0.94089	0.22461	0.99998
ADCK4	6	-0.042255	-0.41099	0.70014	0.99224	0.68108	0.99998
PLBD1	6	0.14049	0.81422	0.2386	0.98383	0.41552	0.99998
C11orf57	6	-0.030302	-0.20337	0.77979	0.99256	0.83885	0.99998
ZNF257	6	0.02869	0.17337	0.81781	0.99256	0.86236	0.99998
CACHD1	6	-0.014756	-0.11103	0.88261	0.99353	0.91159	0.99998
RASSF1	6	0.12777	1.203	0.28483	0.99224	0.22898	0.99998
ECE2	6	0.18374	0.9351	0.12407	0.95061	0.34974	0.99998
FGD4	6	-0.046568	-0.39406	0.67438	0.99224	0.69354	0.99998
SNRPB2	6	0.024403	0.27398	0.84772	0.99256	0.7841	0.99998
SCGB1C1	4	-0.15139	-1.153	0.29382	0.99224	0.24892	0.99998
IRF2BP1	6	-0.037748	-0.42069	0.72927	0.99256	0.67398	0.99998
ATP6V1E2	6	0.091873	0.68189	0.43992	0.99224	0.49531	0.99998
DHRSX_X	6	-0.019906	-0.21678	0.84661	0.99256	0.82838	0.99998
MYD88	6	0.13967	0.61986	0.24109	0.98383	0.53535	0.99998
CBFA2T3	6	-0.21942	-1.4012	0.065355	0.94089	0.16116	0.99998
EXOC7	6	0.10713	0.65747	0.36908	0.99224	0.51088	0.99998
SPDYE3	5	-0.087705	-0.58905	0.48177	0.99224	0.55583	0.99998
hsa-mir-8076	4	-0.15286	-1.0307	0.28939	0.99224	0.3027	0.99998
BARX1	6	0.15331	1.1479	0.20035	0.97381	0.25099	0.99998
MYH14	6	0.0062466	0.054738	0.96857	0.99787	0.95635	0.99998
FAM228A	6	-0.038663	-0.21233	0.72319	0.99256	0.83185	0.99998
hsa-mir-363	4	-0.11954	-0.89866	0.40296	0.99224	0.36883	0.99998
ENHO	6	-0.094095	-0.55907	0.41314	0.99224	0.57611	0.99998
TPCN1	6	-0.033225	-0.42365	0.7602	0.99256	0.67182	0.99998
IL3RA_X	6	0.061292	0.76935	0.61262	0.99224	0.44169	0.99998
SPANXB1	5	0.079231	0.7054	0.54648	0.99224	0.48056	0.99998
C5orf20	6	0.12755	0.84803	0.28562	0.99224	0.39642	0.99998
FHOD1	6	0.10878	1.0647	0.3618	0.99224	0.287	0.99998
HELB	6	-0.046897	-0.33203	0.67272	0.99224	0.73987	0.99998
ARHGEF28	6	-0.022264	-0.15054	0.83154	0.99256	0.88034	0.99998
hsa-mir-8073	4	0.016867	0.14276	0.921	0.99499	0.88648	0.99998
RHBDD2	6	0.071539	0.45288	0.55261	0.99224	0.65063	0.99998
BAZ1A	6	0.09811	1.0288	0.41056	0.99224	0.30357	0.99998
EPN2	6	0.049361	0.43777	0.68544	0.99224	0.66156	0.99998
ARCN1	6	0.12582	0.77042	0.29198	0.99224	0.44105	0.99998
PP2D1	6	0.10594	1.067	0.37484	0.99224	0.28598	0.99998
ELOVL2	6	0.037712	0.17871	0.75808	0.99256	0.85816	0.99998
FUT10	6	-0.11219	-1.1625	0.32857	0.99224	0.24502	0.99998
TAPBP	6	-0.39957	-2.2251	0.0016592	0.56923	0.026074	0.99998
ECSIT	6	-0.033545	-0.26829	0.75798	0.99256	0.78848	0.99998
ZNF428	6	-0.07155	-0.21665	0.52634	0.99224	0.82848	0.99998
TMEM223	6	0.19787	2.0889	0.099415	0.95024	0.03672	0.99998
CCDC110	6	0.074313	1.0776	0.53583	0.99224	0.2812	0.99998
PDCL	6	0.068406	0.45249	0.57012	0.99224	0.65091	0.99998
ADRBK1	6	-0.09114	-0.80772	0.42688	0.99224	0.41925	0.99998
DNAJC3	6	0.011556	0.063622	0.93211	0.99587	0.94927	0.99998
IFI27L1	6	-0.018523	-0.17846	0.85569	0.99256	0.85836	0.99998
OR5M10	6	0.0035598	0.024721	0.98654	0.99883	0.98028	0.99998
RNF151	6	-0.08687	-0.74752	0.44679	0.99224	0.45475	0.99998
CCL19	6	0.011477	0.087278	0.93257	0.99587	0.93045	0.99998
IRX2	6	0.064201	0.45773	0.594	0.99224	0.64714	0.99998
TSGA10IP	6	0.081757	0.73196	0.49265	0.99224	0.46419	0.99998
TMEM178A	6	-0.0075022	-0.041829	0.93137	0.99587	0.96664	0.99998
COX7A2L	6	0.18124	1.66	0.12887	0.95061	0.096908	0.99998
CLEC7A	6	0.030159	0.28348	0.80841	0.99256	0.77681	0.99998
AIG1	6	0.037751	0.34793	0.75794	0.99256	0.72789	0.99998
IRX1	6	0.28913	2.038	0.018897	0.86004	0.041551	0.99998
CRYBA2	6	-0.07053	-0.69179	0.53178	0.99224	0.48907	0.99998
TSPAN3	6	0.069827	0.63089	0.56229	0.99224	0.52811	0.99998
PCSK5	6	-0.15066	-1.0111	0.19376	0.97342	0.31197	0.99998
TMEM117	6	0.080845	0.38912	0.49772	0.99224	0.69719	0.99998
ARL9	6	0.095649	0.84371	0.42158	0.99224	0.39883	0.99998
MORN2	6	0.019903	0.22185	0.87574	0.99289	0.82443	0.99998
NOVA2	6	-0.12684	-0.77611	0.27142	0.99224	0.43768	0.99998
NOSTRIN	5	0.23728	1.261	0.071438	0.94089	0.20731	0.99998
NIPAL4	6	0.076365	0.64158	0.52408	0.99224	0.52115	0.99998
NDUFA5	6	-0.13376	-1.3663	0.24791	0.99018	0.17184	0.99998
NPDC1	6	-0.077427	-0.66896	0.49458	0.99224	0.50352	0.99998
ZFX	6	-0.03965	-0.21163	0.716	0.99256	0.83239	0.99998
WDR19	6	0.19604	1.6799	0.10232	0.95024	0.092969	0.99998
COL11A2	6	-0.061601	-0.36865	0.58326	0.99224	0.71239	0.99998
PRMT5	6	-0.015141	-0.098488	0.87971	0.99353	0.92154	0.99998
DHRS4	6	-0.067874	-0.54751	0.54828	0.99224	0.58403	0.99998
hsa-mir-891b	4	0.17931	1.4349	0.22063	0.98147	0.1513	0.99998
hsa-mir-7155	4	0.11551	1.0024	0.42762	0.99224	0.31617	0.99998
hsa-mir-210	4	0.199	1.1257	0.17638	0.9666	0.26027	0.99998
FEZF2	6	0.1361	1.0228	0.25262	0.99045	0.30638	0.99998
WSCD2	6	-0.18505	-1.9072	0.11375	0.95024	0.056498	0.99998
HOXD13	6	0.13617	0.83217	0.25252	0.99045	0.40531	0.99998
BOC	6	0.0061703	0.071443	0.96926	0.99787	0.94305	0.99998
ANGPT2	6	-0.053676	-0.48625	0.63161	0.99224	0.62679	0.99998
NARG2	6	-0.10673	-0.50616	0.35351	0.99224	0.61275	0.99998
CEP135	6	0.0088287	0.076858	0.95101	0.99715	0.93874	0.99998
DRD2	6	0.17254	1.1585	0.14795	0.96061	0.24668	0.99998
IFITM10	6	0.069475	0.69079	0.56446	0.99224	0.4897	0.99998
APBB2	6	-0.14411	-1.126	0.21339	0.97826	0.26017	0.99998
MRPL3	6	-0.079027	-0.53437	0.48624	0.99224	0.59308	0.99998
CACNA1B	6	0.10972	0.84884	0.35724	0.99224	0.39597	0.99998
KCNK9	6	0.066196	0.69589	0.58308	0.99224	0.4865	0.99998
LRRC2	6	-0.01514	-0.079862	0.87971	0.99353	0.93635	0.99998
HAGHL	6	0.11593	0.70512	0.32991	0.99224	0.48074	0.99998
GPR62	6	0.096836	0.96565	0.41632	0.99224	0.33422	0.99998
MGARP	6	-0.14329	-1.4657	0.2163	0.98147	0.14272	0.99998
C6orf211	6	-0.2131	-2.3408	0.073098	0.94089	0.019244	0.99998
SCGB3A1	6	-0.044349	-0.32308	0.68802	0.99224	0.74663	0.99998
hsa-mir-216a	4	-0.072497	-0.37579	0.60008	0.99224	0.70707	0.99998
COL8A2	6	-0.079629	-0.96945	0.48334	0.99224	0.33232	0.99998
F7	6	-0.02637	-0.18067	0.80384	0.99256	0.85662	0.99998
SNUPN	6	-0.22395	-1.6352	0.059916	0.94089	0.10201	0.99998
KRTAP6-1	6	0.072464	0.70004	0.54703	0.99224	0.4839	0.99998
GFAP	6	-0.11294	-0.39406	0.32576	0.99224	0.69354	0.99998
NonTargetingControlGuideForHuman_0648	1	0.028385	0.16497	0.93285	0.99587	0.86897	0.99998
FAM196B	6	-0.18546	-1.8957	0.11296	0.95024	0.058	0.99998
F3	6	0.025168	0.14363	0.8427	0.99256	0.88579	0.99998
TRUB1	6	-0.2945	-1.9817	0.014656	0.8435	0.04751	0.99998
ZNF695	6	0.099924	0.72038	0.40277	0.99224	0.47129	0.99998
hsa-mir-551b	4	-0.082124	-0.73816	0.55593	0.99224	0.46042	0.99998
GCK	6	-0.044234	-0.44805	0.68871	0.99224	0.65412	0.99998
SPDYE2	4	0.11039	1.0168	0.4478	0.99224	0.30926	0.99998
ZSCAN4	6	0.076247	0.64895	0.52454	0.99224	0.51637	0.99998
METAP1	6	0.057918	0.43182	0.63299	0.99224	0.66587	0.99998
ENPEP	6	0.21047	1.3007	0.080334	0.94089	0.19335	0.99998
MIOX	6	0.056219	0.43748	0.64368	0.99224	0.66176	0.99998
MOGAT1	6	-0.12538	-0.91067	0.27677	0.99224	0.36247	0.99998
ABRACL	6	-0.075817	-0.89012	0.50353	0.99224	0.3734	0.99998
KCTD19	6	0.028479	0.1409	0.81965	0.99256	0.88795	0.99998
GOSR1	6	0.00023953	0.0015857	0.99032	0.99944	0.99873	0.99998
NT5C1A	6	-0.035685	-0.3636	0.74337	0.99256	0.71616	0.99998
KCTD1	6	-0.13345	-1.0864	0.24884	0.99018	0.2773	0.99998
TRIP12	6	-0.16747	-1.7799	0.1515	0.96379	0.075086	0.99998
HAGH	6	0.0068449	0.040969	0.9641	0.99752	0.96732	0.99998
hsa-mir-4798	4	-0.15582	-1.1563	0.27972	0.99224	0.24757	0.99998
EXTL3	6	-0.11386	-1.1109	0.3223	0.99224	0.26663	0.99998
ADRB2	6	0.047968	0.22273	0.69314	0.99224	0.82374	0.99998
PRDM14	6	0.22767	1.6236	0.060746	0.94089	0.10446	0.99998
C22orf42	6	-0.059959	-0.63003	0.59243	0.99224	0.52868	0.99998
IRS1	6	0.037509	0.35342	0.75978	0.99256	0.72377	0.99998
PACSIN2	6	-0.18936	-0.82274	0.10619	0.95024	0.41066	0.99998
SNX3	6	0.04349	0.36134	0.72084	0.99256	0.71785	0.99998
SIAH3	6	0.15427	0.87174	0.19763	0.97381	0.38335	0.99998
SCAF8	6	0.07964	0.92066	0.50509	0.99224	0.35723	0.99998
PRKAB2	6	-0.12119	-0.87837	0.29285	0.99224	0.37974	0.99998
KRTAP9-7	6	0.19209	1.3798	0.10905	0.95024	0.16764	0.99998
GJB2	6	0.19515	1.0458	0.1037	0.95024	0.29564	0.99998
GUSB	6	-0.11829	-1.3555	0.30313	0.99224	0.17527	0.99998
GTF2A1L	6	-0.064814	-0.62964	0.5669	0.99224	0.52893	0.99998
FA2H	6	-0.1395	-2.1151	0.22897	0.9833	0.03442	0.99998
TIAL1	6	-0.020183	-0.15004	0.84519	0.99256	0.88074	0.99998
PLCZ1	6	-0.13452	-1.0363	0.24579	0.98906	0.30008	0.99998
SYCE1	6	-0.039324	-0.29833	0.71835	0.99256	0.76545	0.99998
ZFPL1	6	0.15917	0.95895	0.18274	0.96691	0.33758	0.99998
ZIC3	6	-0.043146	-0.17077	0.69521	0.99224	0.86441	0.99998
PRKCB	6	-0.017062	-0.22371	0.86537	0.99256	0.82299	0.99998
PRKX	6	0.068625	0.4544	0.56906	0.99224	0.64954	0.99998
VTI1A	6	0.060678	0.61761	0.61617	0.99224	0.53683	0.99998
PAM	6	0.058354	0.5175	0.63018	0.99224	0.60481	0.99998
PDGFRA	6	0.02048	0.16661	0.87206	0.99256	0.86768	0.99998
PPP2CA	6	-0.10889	-0.81585	0.34378	0.99224	0.41458	0.99998
MIA2	6	0.023121	0.22286	0.85542	0.99256	0.82364	0.99998
NCKIPSD	6	-0.02261	-0.16909	0.82933	0.99256	0.86573	0.99998
FLRT2	6	-0.026228	-0.20452	0.80472	0.99256	0.83795	0.99998
ZDHHC21	6	0.18953	1.2854	0.11343	0.95024	0.19866	0.99998
MEFV	6	0.032719	0.25885	0.79131	0.99256	0.79575	0.99998
OXCT2	6	-0.21288	-2.2025	0.07342	0.94089	0.027628	0.99998
RAP1GAP	6	-0.13877	-1.0217	0.23128	0.9833	0.30691	0.99998
NKRF	6	0.1074	0.91798	0.36812	0.99224	0.35863	0.99998
RAB40C	6	-0.036246	-0.23406	0.73946	0.99256	0.81494	0.99998
TSC2	6	-0.23044	-1.8014	0.052081	0.91399	0.071647	0.99998
hsa-mir-6841	4	-0.050122	-0.4549	0.71337	0.99224	0.64918	0.99998
OR11L1	6	0.1519	1.7774	0.20427	0.97562	0.075502	0.99998
ANXA1	6	0.12717	0.95631	0.28741	0.99224	0.33891	0.99998
OR52B4	6	-0.11069	-0.99124	0.33512	0.99224	0.32157	0.99998
FAM72D	3	-0.057313	-1.0172	0.71775	0.99256	0.30905	0.99998
C21orf33	6	0.10444	0.74604	0.3818	0.99224	0.45565	0.99998
SLC22A7	6	-0.11128	-0.62023	0.33263	0.99224	0.53511	0.99998
PAGE5	5	-0.064347	-0.51613	0.60225	0.99224	0.60576	0.99998
OR4B1	6	0.10071	0.68925	0.39895	0.99224	0.49067	0.99998
PPP2R3B_X	6	-0.04621	-0.91124	0.67678	0.99224	0.36217	0.99998
PTAFR	6	0.20784	1.4246	0.084574	0.94393	0.15426	0.99998
SH2D4B	6	-0.042434	-0.357	0.69894	0.99224	0.72109	0.99998
APOBEC2	6	0.064563	0.39224	0.59202	0.99224	0.69488	0.99998
TMEM170A	6	-0.081964	-0.65044	0.47099	0.99224	0.51541	0.99998
RIMBP3	6	-0.084299	-0.62816	0.45979	0.99224	0.5299	0.99998
MTFR1L	6	0.098436	0.81348	0.40955	0.99224	0.41594	0.99998
TSPAN4	6	-0.011749	-0.11507	0.90363	0.99432	0.90839	0.99998
LYG1	6	0.030972	0.24658	0.80283	0.99256	0.80523	0.99998
WDR53	6	-0.065628	-0.55063	0.56178	0.99224	0.58189	0.99998
SLC25A21	6	-0.13805	-1.3896	0.23344	0.9833	0.16465	0.99998
TCEB3	6	0.048947	0.19479	0.68751	0.99224	0.84556	0.99998
SERP2	6	-0.056718	-0.5792	0.61248	0.99224	0.56245	0.99998
KIAA0391	6	0.05645	0.17102	0.64235	0.99224	0.86421	0.99998
TNFRSF14	6	0.18474	0.71511	0.122	0.95061	0.47454	0.99998
hsa-mir-2681	4	0.15929	0.73021	0.27534	0.99224	0.46526	0.99998
C18orf42	6	-0.057123	-0.56519	0.61013	0.99224	0.57195	0.99998
NEIL2	6	0.091965	0.75256	0.4396	0.99224	0.45171	0.99998
OLFML1	6	0.078512	0.65477	0.51168	0.99224	0.51261	0.99998
CYP26B1	6	-0.01187	-0.10963	0.90312	0.99432	0.91271	0.99998
FAM194A	6	-0.12676	-1.078	0.27188	0.99224	0.28102	0.99998
CEP170B	6	0.087253	0.73921	0.46403	0.99224	0.45978	0.99998
UGT2B28	3	0.12703	0.69911	0.45343	0.99224	0.48449	0.99998
ZNF75D	6	0.14209	1.2359	0.23418	0.98383	0.21651	0.99998
GTDC1	6	0.12677	1.1158	0.28893	0.99224	0.26452	0.99998
GBA	6	0.045365	0.27892	0.70918	0.99224	0.78031	0.99998
KRTAP3-3	6	-0.075438	-0.36254	0.50542	0.99224	0.71695	0.99998
